10.1 -527.725 77.7956 -449.929 49.929 120.032
10.2 -530.736 80.8423 -449.893 51.8843 116.925
10.3 -535.871 85.9618 -449.91 55.17 109.972
10.4 -536.259 86.3649 -449.894 55.4287 115.289
10.5 -542.052 92.1263 -449.925 59.1264 103.384
10.6 -538.05 88.1391 -449.911 56.5674 115.823
10.7 -541.844 91.9499 -449.894 59.0132 110.787
10.8 -540.964 90.9935 -449.971 58.3993 109.918
10.9 -531.537 81.5857 -449.952 52.3614 125.465
11 -529 79.1108 -449.889 50.7731 127.807
11.1 -537.188 87.2573 -449.931 56.0015 110.27
11.2 -538.935 89.0541 -449.881 57.1546 119.066
11.3 -543.175 93.2631 -449.912 59.856 113.98
11.4 -540.956 91.0401 -449.916 58.4293 121.125
11.5 -541.593 91.6763 -449.916 58.8376 122.858
11.6 -543.119 93.1958 -449.923 59.8128 113.527
11.7 -537.343 87.3949 -449.948 56.0898 122.441
11.8 -540.107 90.2308 -449.877 57.9098 110.462
11.9 -541.383 91.4456 -449.937 58.6895 103.207
12 -538.538 88.6059 -449.933 56.867 103.519
12.1 -539.343 89.4453 -449.898 57.4057 99.8099
12.2 -538.95 89.0179 -449.932 57.1314 99.7628
12.3 -535.84 85.9013 -449.939 55.1312 104.161
12.4 -537.052 87.1767 -449.876 55.9498 105.435
12.5 -542.878 92.9571 -449.921 59.6596 91.6268
12.6 -538.475 88.5367 -449.938 56.8226 110.145
12.7 -538.306 88.3911 -449.915 56.7292 112.237
12.8 -539.552 89.661 -449.891 57.5442 117.745
12.9 -544.288 94.3526 -449.935 60.5552 107.6
13 -542.524 92.6137 -449.91 59.4392 112.134
13.1 -542.931 93.0013 -449.93 59.688 109.386
13.2 -542.24 92.3221 -449.918 59.252 109.362
13.3 -534.879 84.9262 -449.952 54.5054 131.313
13.4 -544.038 94.2115 -449.826 60.4647 118.341
13.5 -552.519 102.584 -449.935 65.8381 108.121
13.6 -549.493 99.5752 -449.918 63.9071 116.446
13.7 -543.157 93.1832 -449.974 59.8047 128.927
13.8 -542.138 92.2883 -449.85 59.2303 129.516
13.9 -550.512 100.571 -449.94 64.5464 101.283
14 -537.884 87.9291 -449.955 56.4327 121.716
14.1 -536.24 86.3308 -449.909 55.4069 114.375
14.2 -536.626 86.6761 -449.95 55.6284 103.943
14.3 -528.758 78.8106 -449.947 50.5804 113.559
14.4 -528.93 79.0829 -449.847 50.7552 114.611
14.5 -540.006 90.0861 -449.92 57.817 87.0328
14.6 -528.64 78.6425 -449.998 50.4725 110.591
14.7 -525.551 75.6679 -449.884 48.5635 110.339
14.8 -530.83 80.9282 -449.901 51.9395 99.5378
14.9 -530.85 80.916 -449.934 51.9317 104.643
